Name,ReadName,ReadLength,AlignmentLength,Identity,I_Begin
rhodobacter_sphaeroides,SRR072233.733854,400nt,111,100.00,125182
rhodobacter_sphaeroides,SRR072233.733909,544nt,64,93.75,33680
rhodobacter_sphaeroides,SRR072233.733909,544nt,76,90.79,1810
rhodobacter_sphaeroides,SRR072233.733909,544nt,76,90.79,1812
rhodobacter_sphaeroides,SRR072233.733909,544nt,76,90.79,35485
rhodobacter_sphaeroides,SRR072233.733909,544nt,64,93.75,7
rhodobacter_sphaeroides,SRR072233.733909,544nt,64,93.75,7
rhodobacter_sphaeroides,SRR072233.733912,463nt,402,100.00,6431
rhodobacter_sphaeroides,SRR072233.733934,474nt,474,97.69,178457
rhodobacter_sphaeroides,SRR072233.733943,464nt,412,99.76,22647
rhodobacter_sphaeroides,SRR072233.734001,508nt,464,99.57,815737
rhodobacter_sphaeroides,SRR072233.734080,482nt,178,97.21,3151497
rhodobacter_sphaeroides,SRR072233.734097,342nt,122,99.19,1264549
rhodobacter_sphaeroides,SRR072233.734120,510nt,454,99.56,292274
rhodobacter_sphaeroides,SRR072233.734298,528nt,528,99.81,9096
rhodobacter_sphaeroides,SRR072233.734397,547nt,61,96.72,73519
rhodobacter_sphaeroides,SRR072233.734408,511nt,285,98.96,85129
rhodobacter_sphaeroides,SRR072233.734467,494nt,476,99.79,73545
rhodobacter_sphaeroides,SRR072233.734501,486nt,436,99.77,509632
rhodobacter_sphaeroides,SRR072233.734521,582nt,227,99.12,78391
rhodobacter_sphaeroides,SRR072233.734521,582nt,211,96.21,6402
rhodobacter_sphaeroides,SRR072233.734553,481nt,306,98.38,2187045
rhodobacter_sphaeroides,SRR072233.734660,334nt,202,100.00,6583
rhodobacter_sphaeroides,SRR072233.734660,334nt,52,92.45,87229
rhodobacter_sphaeroides,SRR072233.734698,486nt,436,99.54,1277349
rhodobacter_sphaeroides,SRR072233.734788,499nt,459,100.00,662025
rhodobacter_sphaeroides,SRR072233.734885,470nt,55,92.73,402649
rhodobacter_sphaeroides,SRR072233.734904,475nt,340,99.41,776713
rhodobacter_sphaeroides,SRR072233.734969,452nt,400,99.75,637910
rhodobacter_sphaeroides,SRR072233.735026,455nt,82,93.90,1256
rhodobacter_sphaeroides,SRR072233.735026,455nt,82,93.90,1258
rhodobacter_sphaeroides,SRR072233.735026,455nt,82,93.90,34931
rhodobacter_sphaeroides,SRR072233.735195,481nt,442,100.00,421035
rhodobacter_sphaeroides,SRR072233.735204,564nt,80,98.77,100675
rhodobacter_sphaeroides,SRR072233.735273,429nt,80,92.50,807264
rhodobacter_sphaeroides,SRR072233.735277,488nt,449,99.34,714662
rhodobacter_sphaeroides,SRR072233.735283,439nt,389,100.00,1080445
rhodobacter_sphaeroides,SRR072233.735288,490nt,490,99.80,1141489
rhodobacter_sphaeroides,SRR072233.735372,511nt,117,90.60,1217
rhodobacter_sphaeroides,SRR072233.735372,511nt,117,90.60,1219
rhodobacter_sphaeroides,SRR072233.735372,511nt,117,90.60,34892
rhodobacter_sphaeroides,SRR072233.735456,454nt,393,99.49,2455878
rhodobacter_sphaeroides,SRR072233.735595,643nt,178,99.44,84821
rhodobacter_sphaeroides,SRR072233.735661,490nt,463,99.57,2352248
rhodobacter_sphaeroides,SRR072233.735753,496nt,443,100.00,2275402
rhodobacter_sphaeroides,SRR072233.735758,465nt,53,94.34,314867
rhodobacter_sphaeroides,SRR072233.735758,465nt,52,92.31,60998
rhodobacter_sphaeroides,SRR072233.735783,540nt,485,98.57,91451
rhodobacter_sphaeroides,SRR072233.735813,471nt,418,99.76,192543
rhodobacter_sphaeroides,SRR072233.735943,385nt,336,100.00,1351418
rhodobacter_sphaeroides,SRR072233.735978,577nt,175,97.71,642447
rhodobacter_sphaeroides,SRR072233.736067,450nt,48,93.75,2370651
rhodobacter_sphaeroides,SRR072233.736094,504nt,469,99.79,1640295
rhodobacter_sphaeroides,SRR072233.736097,729nt,106,91.51,2758216
rhodobacter_sphaeroides,SRR072233.736152,475nt,422,100.00,1502181
rhodobacter_sphaeroides,SRR072233.736254,431nt,234,98.29,1984040
rhodobacter_sphaeroides,SRR072233.736260,749nt,127,100.00,2930381
rhodobacter_sphaeroides,SRR072233.736306,337nt,212,98.58,97257
rhodobacter_sphaeroides,SRR072233.736368,538nt,51,100.00,2967873
rhodobacter_sphaeroides,SRR072233.736390,505nt,502,90.04,85518
rhodobacter_sphaeroides,SRR072233.736449,413nt,281,98.93,2883347
rhodobacter_sphaeroides,SRR072233.736516,502nt,269,94.85,3123948
rhodobacter_sphaeroides,SRR072233.736534,423nt,375,99.47,90253
rhodobacter_sphaeroides,SRR072233.736534,423nt,375,99.47,65676
rhodobacter_sphaeroides,SRR072233.736534,423nt,71,93.06,8736
rhodobacter_sphaeroides,SRR072233.736563,525nt,364,98.90,2032151
rhodobacter_sphaeroides,SRR072233.736689,542nt,539,100.00,1315812
rhodobacter_sphaeroides,SRR072233.736736,394nt,345,97.41,374199
rhodobacter_sphaeroides,SRR072233.736747,192nt,178,100.00,2116863
rhodobacter_sphaeroides,SRR072233.736870,741nt,86,96.51,678378
rhodobacter_sphaeroides,SRR072233.736876,492nt,440,99.77,1690617
rhodobacter_sphaeroides,SRR072233.736966,501nt,448,100.00,17438
rhodobacter_sphaeroides,SRR072233.736991,974nt,126,97.66,849499
rhodobacter_sphaeroides,SRR072233.737045,543nt,49,91.84,1146125
rhodobacter_sphaeroides,SRR072233.737093,460nt,159,98.74,44833
rhodobacter_sphaeroides,SRR072233.737127,506nt,52,92.31,402649
rhodobacter_sphaeroides,SRR072233.737160,438nt,385,100.00,8820
rhodobacter_sphaeroides,SRR072233.737176,458nt,395,99.24,2556500
rhodobacter_sphaeroides,SRR072233.737215,684nt,61,95.08,401923
rhodobacter_sphaeroides,SRR072233.737226,806nt,91,100.00,55174
rhodobacter_sphaeroides,SRR072233.737262,536nt,483,90.55,1839878
rhodobacter_sphaeroides,SRR072233.737304,520nt,117,96.58,2989461
rhodobacter_sphaeroides,SRR072233.737337,545nt,76,97.40,3053338
rhodobacter_sphaeroides,SRR072233.737357,572nt,328,97.58,1831956
rhodobacter_sphaeroides,SRR072233.737375,512nt,54,92.59,314867
rhodobacter_sphaeroides,SRR072233.737391,364nt,313,99.68,1167691
rhodobacter_sphaeroides,SRR072233.737399,715nt,43,93.02,1693
rhodobacter_sphaeroides,SRR072233.737399,715nt,43,93.02,1695
rhodobacter_sphaeroides,SRR072233.737399,715nt,43,93.02,35368
rhodobacter_sphaeroides,SRR072233.737554,522nt,520,99.81,7982
rhodobacter_sphaeroides,SRR072233.737585,520nt,488,98.57,31192
rhodobacter_sphaeroides,SRR072233.737614,452nt,54,92.59,1259784
rhodobacter_sphaeroides,SRR072233.737719,505nt,459,99.78,943348
rhodobacter_sphaeroides,SRR072233.737835,498nt,498,99.20,728145
rhodobacter_sphaeroides,SRR072233.737885,545nt,427,99.77,484909
rhodobacter_sphaeroides,SRR072233.737894,562nt,193,98.45,661466
rhodobacter_sphaeroides,SRR072233.737960,427nt,86,93.02,1252
rhodobacter_sphaeroides,SRR072233.737960,427nt,86,93.02,1254
rhodobacter_sphaeroides,SRR072233.737960,427nt,86,93.02,34927
rhodobacter_sphaeroides,SRR072233.737993,483nt,444,100.00,227369
rhodobacter_sphaeroides,SRR072233.737999,507nt,251,99.20,644531
rhodobacter_sphaeroides,SRR072233.738060,520nt,496,99.40,858132
rhodobacter_sphaeroides,SRR072233.738071,465nt,418,99.52,391474
rhodobacter_sphaeroides,SRR072233.738241,479nt,42,92.86,74620
rhodobacter_sphaeroides,SRR072233.738346,512nt,496,99.40,40652
rhodobacter_sphaeroides,SRR072233.738359,457nt,410,99.03,166965
rhodobacter_sphaeroides,SRR072233.738361,534nt,303,99.01,2551214
rhodobacter_sphaeroides,SRR072233.738381,501nt,452,99.78,579609
rhodobacter_sphaeroides,SRR072233.738470,476nt,391,98.98,3966
rhodobacter_sphaeroides,SRR072233.738470,476nt,391,98.98,3968
rhodobacter_sphaeroides,SRR072233.738470,476nt,391,98.98,37641
rhodobacter_sphaeroides,SRR072233.738516,520nt,61,98.39,74747
rhodobacter_sphaeroides,SRR072233.738640,489nt,228,96.12,2764059
rhodobacter_sphaeroides,SRR072233.738642,496nt,496,100.00,89059
rhodobacter_sphaeroides,SRR072233.738722,505nt,500,97.82,2728867
rhodobacter_sphaeroides,SRR072233.738744,518nt,466,100.00,303505
rhodobacter_sphaeroides,SRR072233.738805,517nt,357,94.99,118849
rhodobacter_sphaeroides,SRR072233.738868,519nt,45,91.11,528699
rhodobacter_sphaeroides,SRR072233.738868,519nt,43,93.02,332596
rhodobacter_sphaeroides,SRR072233.738872,466nt,417,99.52,636637
rhodobacter_sphaeroides,SRR072233.738890,418nt,367,99.18,438401
rhodobacter_sphaeroides,SRR072233.739010,522nt,516,99.42,31053
rhodobacter_sphaeroides,SRR072233.739047,548nt,86,96.51,4018
rhodobacter_sphaeroides,SRR072233.739047,548nt,86,96.51,4020
rhodobacter_sphaeroides,SRR072233.739047,548nt,86,96.51,37693
rhodobacter_sphaeroides,SRR072233.739229,502nt,482,98.76,800417
rhodobacter_sphaeroides,SRR072233.739276,535nt,248,97.21,445835
rhodobacter_sphaeroides,SRR072233.739281,491nt,491,99.80,64896
rhodobacter_sphaeroides,SRR072233.739302,395nt,347,99.71,374199
rhodobacter_sphaeroides,SRR072233.739339,546nt,49,95.92,345713
rhodobacter_sphaeroides,SRR072233.739358,521nt,467,99.57,552486
rhodobacter_sphaeroides,SRR072233.739400,581nt,145,97.26,1307161
rhodobacter_sphaeroides,SRR072233.739403,417nt,54,92.59,1259784
rhodobacter_sphaeroides,SRR072233.739496,471nt,41,90.24,1538986
rhodobacter_sphaeroides,SRR072233.739564,274nt,138,100.00,401723
rhodobacter_sphaeroides,SRR072233.739564,274nt,87,100.00,401278
rhodobacter_sphaeroides,SRR072233.739793,415nt,40,92.50,15044
rhodobacter_sphaeroides,SRR072233.739841,450nt,399,99.50,71708
rhodobacter_sphaeroides,SRR072233.739842,483nt,468,99.57,69761
rhodobacter_sphaeroides,SRR072233.739898,522nt,515,99.61,449800
rhodobacter_sphaeroides,SRR072233.739916,493nt,461,99.78,2352249
rhodobacter_sphaeroides,SRR072233.739922,511nt,54,92.59,1259784
rhodobacter_sphaeroides,SRR072233.739938,501nt,498,99.40,60303
rhodobacter_sphaeroides,SRR072233.740078,474nt,434,99.31,1354847
rhodobacter_sphaeroides,SRR072233.740229,259nt,214,98.60,775825
rhodobacter_sphaeroides,SRR072233.740249,494nt,484,99.18,78339
rhodobacter_sphaeroides,SRR072233.740353,491nt,444,100.00,591680
rhodobacter_sphaeroides,SRR072233.740369,460nt,404,100.00,88110
rhodobacter_sphaeroides,SRR072233.740369,460nt,202,95.05,87228
rhodobacter_sphaeroides,SRR072233.740369,460nt,205,90.73,6809
rhodobacter_sphaeroides,SRR072233.740397,521nt,107,92.52,1231
rhodobacter_sphaeroides,SRR072233.740397,521nt,107,92.52,1233
rhodobacter_sphaeroides,SRR072233.740397,521nt,107,92.52,34906
rhodobacter_sphaeroides,SRR072233.740406,514nt,42,92.86,289882
rhodobacter_sphaeroides,SRR072233.740468,455nt,138,100.00,9067
rhodobacter_sphaeroides,SRR072233.740515,412nt,153,100.00,7578
rhodobacter_sphaeroides,SRR072233.740526,509nt,483,99.59,1066813
rhodobacter_sphaeroides,SRR072233.740555,467nt,421,99.76,1927013
rhodobacter_sphaeroides,SRR072233.740565,588nt,246,98.39,254281
rhodobacter_sphaeroides,SRR072233.740655,386nt,338,98.82,181978
rhodobacter_sphaeroides,SRR072233.740671,521nt,489,100.00,68097
rhodobacter_sphaeroides,SRR072233.740720,464nt,412,100.00,187211
rhodobacter_sphaeroides,SRR072233.740722,479nt,404,100.00,94980
rhodobacter_sphaeroides,SRR072233.740723,568nt,257,97.28,1940914
rhodobacter_sphaeroides,SRR072233.740822,490nt,66,92.42,2933701
rhodobacter_sphaeroides,SRR072233.740879,490nt,481,100.00,202581
rhodobacter_sphaeroides,SRR072233.740959,499nt,453,96.72,1189830
rhodobacter_sphaeroides,SRR072233.741095,515nt,515,99.42,102659
rhodobacter_sphaeroides,SRR072233.741101,488nt,403,99.26,78214
rhodobacter_sphaeroides,SRR072233.741110,473nt,416,99.04,23805
rhodobacter_sphaeroides,SRR072233.741179,518nt,54,92.59,1259784
rhodobacter_sphaeroides,SRR072233.741282,458nt,406,99.75,1169749
rhodobacter_sphaeroides,SRR072233.741320,690nt,211,100.00,73917
rhodobacter_sphaeroides,SRR072233.741388,448nt,167,95.81,641046
rhodobacter_sphaeroides,SRR072233.741419,307nt,261,100.00,385938
rhodobacter_sphaeroides,SRR072233.741424,1649nt,62,100.00,304408
rhodobacter_sphaeroides,SRR072233.741533,461nt,404,99.75,53305
rhodobacter_sphaeroides,SRR072233.741553,516nt,230,99.13,2099012
rhodobacter_sphaeroides,SRR072233.741644,513nt,245,99.18,75495
rhodobacter_sphaeroides,SRR072233.741644,513nt,245,95.51,40403
rhodobacter_sphaeroides,SRR072233.741658,547nt,59,91.53,390728
rhodobacter_sphaeroides,SRR072233.741719,797nt,109,95.50,1071298
rhodobacter_sphaeroides,SRR072233.741740,704nt,63,96.83,1697426
rhodobacter_sphaeroides,SRR072233.741881,457nt,380,100.00,509969
rhodobacter_sphaeroides,SRR072233.741884,471nt,417,99.52,434951
rhodobacter_sphaeroides,SRR072233.741977,749nt,135,100.00,2840656
rhodobacter_sphaeroides,SRR072233.741993,535nt,173,99.43,499247
rhodobacter_sphaeroides,SRR072233.742004,454nt,400,100.00,441105
rhodobacter_sphaeroides,SRR072233.742035,536nt,423,95.79,801421
rhodobacter_sphaeroides,SRR072233.742076,520nt,107,96.26,4001
rhodobacter_sphaeroides,SRR072233.742076,520nt,107,96.26,4003
rhodobacter_sphaeroides,SRR072233.742076,520nt,107,96.26,37676
rhodobacter_sphaeroides,SRR072233.742143,491nt,491,99.59,932369
rhodobacter_sphaeroides,SRR072233.742153,338nt,288,100.00,186152
rhodobacter_sphaeroides,SRR072233.742267,410nt,357,100.00,332891
rhodobacter_sphaeroides,SRR072233.742422,372nt,179,98.32,1709418
rhodobacter_sphaeroides,SRR072233.742457,395nt,345,100.00,54145
rhodobacter_sphaeroides,SRR072233.742480,687nt,149,100.00,258599
rhodobacter_sphaeroides,SRR072233.742558,533nt,533,99.07,89335
rhodobacter_sphaeroides,SRR072233.742568,515nt,53,92.59,1259784
rhodobacter_sphaeroides,SRR072233.742602,510nt,472,99.79,1775587
rhodobacter_sphaeroides,SRR072233.742650,487nt,43,90.70,384707
rhodobacter_sphaeroides,SRR072233.742707,483nt,429,100.00,2031488
rhodobacter_sphaeroides,SRR072233.742733,490nt,437,100.00,31323
rhodobacter_sphaeroides,SRR072233.742840,731nt,137,100.00,1242803
rhodobacter_sphaeroides,SRR072233.742961,349nt,40,92.50,472959
rhodobacter_sphaeroides,SRR072233.742979,512nt,392,99.74,360830
rhodobacter_sphaeroides,SRR072233.743101,517nt,478,100.00,10511
rhodobacter_sphaeroides,SRR072233.743202,482nt,446,100.00,61296
rhodobacter_sphaeroides,SRR072233.743206,510nt,53,92.45,213967
rhodobacter_sphaeroides,SRR072233.743250,487nt,485,100.00,65745
rhodobacter_sphaeroides,SRR072233.743250,487nt,479,99.17,90322
rhodobacter_sphaeroides,SRR072233.743265,437nt,40,95.00,1129288
rhodobacter_sphaeroides,SRR072233.743270,484nt,44,93.18,800274
rhodobacter_sphaeroides,SRR072233.743273,490nt,470,99.36,2636635
rhodobacter_sphaeroides,SRR072233.743460,580nt,96,97.94,567169
rhodobacter_sphaeroides,SRR072233.743500,513nt,458,98.69,1694161
rhodobacter_sphaeroides,SRR072233.743558,486nt,413,99.27,73400
rhodobacter_sphaeroides,SRR072233.743563,517nt,55,100.00,84507
rhodobacter_sphaeroides,SRR072233.743587,472nt,420,100.00,269923
rhodobacter_sphaeroides,SRR072233.743602,494nt,429,98.84,7235
rhodobacter_sphaeroides,SRR072233.743723,554nt,530,99.44,1703822
rhodobacter_sphaeroides,SRR072233.743749,490nt,481,99.59,197795
rhodobacter_sphaeroides,SRR072233.743837,481nt,469,100.00,1383788
rhodobacter_sphaeroides,SRR072233.743925,474nt,467,100.00,110757
rhodobacter_sphaeroides,SRR072233.743957,734nt,106,100.00,722387
rhodobacter_sphaeroides,SRR072233.743990,512nt,303,100.00,2610213
rhodobacter_sphaeroides,SRR072233.744052,479nt,429,100.00,34004
rhodobacter_sphaeroides,SRR072233.744098,517nt,466,96.37,187032
rhodobacter_sphaeroides,SRR072233.744105,540nt,98,97.96,764305
rhodobacter_sphaeroides,SRR072233.744163,548nt,40,90.00,3815
rhodobacter_sphaeroides,SRR072233.744163,548nt,40,90.00,3817
rhodobacter_sphaeroides,SRR072233.744163,548nt,40,90.00,37490
rhodobacter_sphaeroides,SRR072233.744219,570nt,205,99.03,2161813
rhodobacter_sphaeroides,SRR072233.744226,494nt,203,100.00,2402650
rhodobacter_sphaeroides,SRR072233.744291,491nt,394,99.24,2743713
rhodobacter_sphaeroides,SRR072233.744318,439nt,40,90.00,2729686
rhodobacter_sphaeroides,SRR072233.744344,507nt,457,99.34,467301
rhodobacter_sphaeroides,SRR072233.744479,465nt,409,100.00,72897
rhodobacter_sphaeroides,SRR072233.744538,524nt,320,99.06,1690617
rhodobacter_sphaeroides,SRR072233.744649,523nt,54,90.74,281177
rhodobacter_sphaeroides,SRR072233.744727,327nt,89,100.00,925383
rhodobacter_sphaeroides,SRR072233.744740,488nt,454,100.00,47756
rhodobacter_sphaeroides,SRR072233.744760,479nt,418,99.76,27666
rhodobacter_sphaeroides,SRR072233.744834,519nt,502,98.42,1797734
rhodobacter_sphaeroides,SRR072233.744854,465nt,463,100.00,446593
rhodobacter_sphaeroides,SRR072233.744871,505nt,503,99.40,2790785
rhodobacter_sphaeroides,SRR072233.744887,464nt,415,99.76,1398472
rhodobacter_sphaeroides,SRR072233.744936,477nt,476,99.79,950876
rhodobacter_sphaeroides,SRR072233.744946,516nt,516,99.81,1681909
rhodobacter_sphaeroides,SRR072233.744963,469nt,191,98.95,896645
rhodobacter_sphaeroides,SRR072233.744963,469nt,191,91.10,653888
rhodobacter_sphaeroides,SRR072233.744963,469nt,174,91.38,231739
rhodobacter_sphaeroides,SRR072233.744981,488nt,433,94.95,733440
rhodobacter_sphaeroides,SRR072233.744981,488nt,80,90.00,624318
rhodobacter_sphaeroides,SRR072233.744981,488nt,438,99.32,548220
rhodobacter_sphaeroides,SRR072233.745050,492nt,488,99.39,83402
rhodobacter_sphaeroides,SRR072233.745086,504nt,460,100.00,1686059
rhodobacter_sphaeroides,SRR072233.745118,555nt,97,93.88,103353
rhodobacter_sphaeroides,SRR072233.745182,392nt,343,100.00,21187
rhodobacter_sphaeroides,SRR072233.745193,515nt,476,99.79,187022
rhodobacter_sphaeroides,SRR072233.745224,497nt,407,94.88,2391420
rhodobacter_sphaeroides,SRR072233.745251,513nt,467,99.79,1629945
rhodobacter_sphaeroides,SRR072233.745417,464nt,406,99.02,2642264
rhodobacter_sphaeroides,SRR072233.745424,569nt,95,100.00,958972
rhodobacter_sphaeroides,SRR072233.745467,516nt,501,99.60,77466
rhodobacter_sphaeroides,SRR072233.745495,768nt,58,94.83,1678873
rhodobacter_sphaeroides,SRR072233.745515,382nt,267,98.88,2016540
rhodobacter_sphaeroides,SRR072233.745547,488nt,48,91.67,3054670
rhodobacter_sphaeroides,SRR072233.745592,498nt,449,100.00,307765
rhodobacter_sphaeroides,SRR072233.745654,522nt,489,100.00,810216
rhodobacter_sphaeroides,SRR072233.745695,467nt,418,100.00,2167964
rhodobacter_sphaeroides,SRR072233.745737,505nt,469,100.00,847365
rhodobacter_sphaeroides,SRR072233.745788,497nt,234,97.47,73837
rhodobacter_sphaeroides,SRR072233.745798,529nt,140,91.43,1198
rhodobacter_sphaeroides,SRR072233.745798,529nt,140,91.43,1200
rhodobacter_sphaeroides,SRR072233.745798,529nt,140,91.43,34873
rhodobacter_sphaeroides,SRR072233.745816,514nt,467,100.00,148020
rhodobacter_sphaeroides,SRR072233.745816,514nt,467,98.50,2176497
rhodobacter_sphaeroides,SRR072233.745843,536nt,194,97.94,780768
rhodobacter_sphaeroides,SRR072233.745845,439nt,369,99.46,457684
rhodobacter_sphaeroides,SRR072233.745872,368nt,321,99.69,77228
rhodobacter_sphaeroides,SRR072233.746065,509nt,488,100.00,314753
rhodobacter_sphaeroides,SRR072233.746113,491nt,434,99.77,90993
rhodobacter_sphaeroides,SRR072233.746118,404nt,356,99.72,21289
rhodobacter_sphaeroides,SRR072233.746150,479nt,424,100.00,504349
rhodobacter_sphaeroides,SRR072233.746219,451nt,401,99.75,19180
rhodobacter_sphaeroides,SRR072233.746256,501nt,501,99.80,259009
rhodobacter_sphaeroides,SRR072233.746382,517nt,511,100.00,1685574
rhodobacter_sphaeroides,SRR072233.746405,486nt,438,99.77,1064982
rhodobacter_sphaeroides,SRR072233.746465,490nt,490,100.00,63905
rhodobacter_sphaeroides,SRR072233.746488,473nt,417,100.00,88119
rhodobacter_sphaeroides,SRR072233.746492,556nt,126,98.41,321476
rhodobacter_sphaeroides,SRR072233.746503,513nt,513,98.45,11537
rhodobacter_sphaeroides,SRR072233.746510,461nt,413,100.00,22647
rhodobacter_sphaeroides,SRR072233.746526,517nt,43,90.70,723464
rhodobacter_sphaeroides,SRR072233.746530,451nt,402,100.00,43793
rhodobacter_sphaeroides,SRR072233.746656,467nt,414,100.00,2062316
rhodobacter_sphaeroides,SRR072233.746839,416nt,40,92.50,2623302
rhodobacter_sphaeroides,SRR072233.746895,429nt,376,100.00,32165
rhodobacter_sphaeroides,SRR072233.746934,514nt,464,100.00,289586
rhodobacter_sphaeroides,SRR072233.747025,510nt,510,98.64,414756
rhodobacter_sphaeroides,SRR072233.747041,493nt,493,99.80,874516
rhodobacter_sphaeroides,SRR072233.747191,485nt,432,99.77,754277
rhodobacter_sphaeroides,SRR072233.747258,490nt,489,100.00,504114
rhodobacter_sphaeroides,SRR072233.747285,582nt,411,99.51,614055
rhodobacter_sphaeroides,SRR072233.747344,522nt,522,99.81,1936629
rhodobacter_sphaeroides,SRR072233.747351,448nt,395,100.00,1859
rhodobacter_sphaeroides,SRR072233.747393,512nt,53,92.45,281177
rhodobacter_sphaeroides,SRR072233.747540,492nt,53,94.34,314867
rhodobacter_sphaeroides,SRR072233.747540,492nt,52,92.31,60998
rhodobacter_sphaeroides,SRR072233.747642,514nt,141,97.16,2315646
rhodobacter_sphaeroides,SRR072233.747740,535nt,535,99.63,17608
rhodobacter_sphaeroides,SRR072233.747743,318nt,271,100.00,1049757
rhodobacter_sphaeroides,SRR072233.747820,495nt,443,99.77,576738
rhodobacter_sphaeroides,SRR072233.747913,527nt,391,98.72,3008854
rhodobacter_sphaeroides,SRR072233.747928,461nt,360,98.90,23714
rhodobacter_sphaeroides,SRR072233.747937,429nt,376,99.47,2046334
rhodobacter_sphaeroides,SRR072233.748098,451nt,158,100.00,346999
rhodobacter_sphaeroides,SRR072233.748171,871nt,42,100.00,2688981
rhodobacter_sphaeroides,SRR072233.748185,456nt,43,90.70,384707
rhodobacter_sphaeroides,SRR072233.748338,502nt,267,98.88,2119552
rhodobacter_sphaeroides,SRR072233.748417,535nt,79,97.50,660120
rhodobacter_sphaeroides,SRR072233.748436,518nt,182,96.15,89911
rhodobacter_sphaeroides,SRR072233.748437,478nt,52,92.31,2370658
rhodobacter_sphaeroides,SRR072233.748441,401nt,351,99.15,1160835
rhodobacter_sphaeroides,SRR072233.748607,474nt,418,99.52,2909705
rhodobacter_sphaeroides,SRR072233.748718,443nt,152,97.37,1362213
rhodobacter_sphaeroides,SRR072233.748784,499nt,499,100.00,40177
rhodobacter_sphaeroides,SRR072233.748871,318nt,272,100.00,2429938
rhodobacter_sphaeroides,SRR072233.748945,512nt,254,98.04,1180867
rhodobacter_sphaeroides,SRR072233.748951,472nt,424,100.00,42248
rhodobacter_sphaeroides,SRR072233.748952,475nt,64,93.75,7
rhodobacter_sphaeroides,SRR072233.748952,475nt,64,93.75,7
rhodobacter_sphaeroides,SRR072233.748952,475nt,64,93.75,33680
rhodobacter_sphaeroides,SRR072233.749142,450nt,398,99.25,638057
rhodobacter_sphaeroides,SRR072233.749189,413nt,355,100.00,2046836
rhodobacter_sphaeroides,SRR072233.749207,490nt,454,100.00,173672
rhodobacter_sphaeroides,SRR072233.749270,411nt,363,91.06,2436365
rhodobacter_sphaeroides,SRR072233.749273,370nt,323,100.00,2995314
rhodobacter_sphaeroides,SRR072233.749276,596nt,139,97.84,66003
rhodobacter_sphaeroides,SRR072233.749340,486nt,443,95.31,2284178
rhodobacter_sphaeroides,SRR072233.749411,590nt,57,100.00,2157032
rhodobacter_sphaeroides,SRR072233.749501,479nt,476,99.79,1172406
rhodobacter_sphaeroides,SRR072233.749582,613nt,192,98.96,118239
rhodobacter_sphaeroides,SRR072233.749643,500nt,339,98.83,1697060
rhodobacter_sphaeroides,SRR072233.749750,455nt,394,100.00,3020821
rhodobacter_sphaeroides,SRR072233.749757,430nt,380,98.95,1690816
rhodobacter_sphaeroides,SRR072233.749865,501nt,449,100.00,217080
rhodobacter_sphaeroides,SRR072233.749922,519nt,473,99.79,2496139
rhodobacter_sphaeroides,SRR072233.749926,501nt,469,99.57,1597125
rhodobacter_sphaeroides,SRR072233.749934,676nt,90,97.83,1300121
rhodobacter_sphaeroides,SRR072233.749963,442nt,91,98.91,1602963
rhodobacter_sphaeroides,SRR072233.749976,378nt,124,97.58,1767800
rhodobacter_sphaeroides,SRR072233.749982,578nt,132,100.00,1996232
rhodobacter_sphaeroides,SRR072233.749995,459nt,405,100.00,2213053
rhodobacter_sphaeroides,SRR072233.749997,424nt,369,100.00,1696099
rhodobacter_sphaeroides,SRR072233.750017,510nt,123,92.86,879390
rhodobacter_sphaeroides,SRR072233.750096,515nt,115,96.55,78087
rhodobacter_sphaeroides,SRR072233.750096,515nt,66,94.03,6203
rhodobacter_sphaeroides,SRR072233.750105,486nt,372,99.73,632523
rhodobacter_sphaeroides,SRR072233.750127,487nt,487,100.00,3181256
rhodobacter_sphaeroides,SRR072233.750183,454nt,387,95.93,1046391
rhodobacter_sphaeroides,SRR072233.750194,506nt,469,99.79,2898365
rhodobacter_sphaeroides,SRR072233.750290,471nt,55,92.73,402649
rhodobacter_sphaeroides,SRR072233.750295,483nt,431,99.54,507218
rhodobacter_sphaeroides,SRR072233.750402,500nt,292,98.97,2961559
rhodobacter_sphaeroides,SRR072233.750473,509nt,457,99.78,1702082
rhodobacter_sphaeroides,SRR072233.750531,490nt,490,100.00,1138346
rhodobacter_sphaeroides,SRR072233.750540,508nt,339,94.43,1172909
rhodobacter_sphaeroides,SRR072233.750609,482nt,429,100.00,822559
rhodobacter_sphaeroides,SRR072233.750629,516nt,466,97.45,231038
rhodobacter_sphaeroides,SRR072233.750635,511nt,460,99.78,1683056
rhodobacter_sphaeroides,SRR072233.750645,488nt,487,99.18,2885493
rhodobacter_sphaeroides,SRR072233.750650,429nt,371,100.00,1427290
rhodobacter_sphaeroides,SRR072233.750658,525nt,53,92.45,213967
rhodobacter_sphaeroides,SRR072233.750674,499nt,491,99.80,76374
rhodobacter_sphaeroides,SRR072233.750730,452nt,357,99.44,3041231
rhodobacter_sphaeroides,SRR072233.750798,488nt,409,99.27,3004210
rhodobacter_sphaeroides,SRR072233.750805,491nt,149,99.33,6256
rhodobacter_sphaeroides,SRR072233.750805,491nt,87,96.55,78320
rhodobacter_sphaeroides,SRR072233.750838,397nt,82,100.00,2010961
rhodobacter_sphaeroides,SRR072233.750872,488nt,473,97.70,924394
rhodobacter_sphaeroides,SRR072233.750881,505nt,505,99.21,68277
